4092 Out of 6144 QH, Third, Fourth Freq in rad/ps and Lifetimes in ps for a 8x8x8 Ar Lattice at 10K. (atoms/UC=4)
10.9725	-0.382968	0.817771	4.17845
10.9725	-0.382968	0.817771	4.17845
10.9725	-0.382968	0.817771	4.17845
10.9725	-0.382968	0.817771	4.17845
5.00086	-0.142659	0.326339	104.381
5.00086	-0.142659	0.326339	104.381
5.00086	-0.142659	0.326339	104.381
5.00086	-0.142659	0.326339	104.381
5.00086	-0.142659	0.326339	104.381
5.00086	-0.142659	0.326339	104.381
5.00086	-0.142659	0.326339	104.381
5.00086	-0.142659	0.326339	104.381
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
10.3989	-0.316885	0.769872	3.83398
10.3989	-0.316885	0.769872	3.83398
10.3989	-0.316885	0.769872	3.83398
10.3989	-0.316885	0.769872	3.83398
6.15064	-0.212005	0.419136	63.7492
6.15064	-0.212005	0.419136	63.7492
6.15064	-0.212005	0.419136	63.7492
6.15064	-0.212005	0.419136	63.7492
4.99797	-0.150923	0.327003	113.089
4.99797	-0.150923	0.327003	113.089
4.99797	-0.150923	0.327003	113.089
4.99797	-0.150923	0.327003	113.089
9.78188	-0.336418	0.725736	3.9674
9.78188	-0.336418	0.725736	3.9674
9.78188	-0.336418	0.725736	3.9674
9.78188	-0.336418	0.725736	3.9674
7.11902	-0.265139	0.494847	21.3024
7.11902	-0.265139	0.494847	21.3024
7.11902	-0.265139	0.494847	21.3024
7.11902	-0.265139	0.494847	21.3024
4.99592	-0.154674	0.32735	97.5174
4.99592	-0.154674	0.32735	97.5174
4.99592	-0.154674	0.32735	97.5174
4.99592	-0.154674	0.32735	97.5174
9.3595	-0.363585	0.699246	4.65188
9.3595	-0.363585	0.699246	4.65188
9.3595	-0.363585	0.699246	4.65188
9.3595	-0.363585	0.699246	4.65188
7.6766	-0.300485	0.535705	24.1179
7.6766	-0.300485	0.535705	24.1179
7.6766	-0.300485	0.535705	24.1179
7.6766	-0.300485	0.535705	24.1179
4.99507	-0.15591	0.327475	74.6431
4.99507	-0.15591	0.327475	74.6431
4.99507	-0.15591	0.327475	74.6431
4.99507	-0.15591	0.327475	74.6431
9.78188	-0.336418	0.725736	3.9674
9.78188	-0.336418	0.725736	3.9674
9.78188	-0.336418	0.725736	3.9674
9.78188	-0.336418	0.725736	3.9674
7.11902	-0.265139	0.494847	21.3024
7.11902	-0.265139	0.494847	21.3024
7.11902	-0.265139	0.494847	21.3024
7.11902	-0.265139	0.494847	21.3024
4.99592	-0.154674	0.32735	97.5174
4.99592	-0.154674	0.32735	97.5174
4.99592	-0.154674	0.32735	97.5174
4.99592	-0.154674	0.32735	97.5174
10.3989	-0.316885	0.769872	3.83398
10.3989	-0.316885	0.769872	3.83398
10.3989	-0.316885	0.769872	3.83398
10.3989	-0.316885	0.769872	3.83398
6.15064	-0.212005	0.419136	63.7492
6.15064	-0.212005	0.419136	63.7492
6.15064	-0.212005	0.419136	63.7492
6.15064	-0.212005	0.419136	63.7492
4.99797	-0.150923	0.327003	113.089
4.99797	-0.150923	0.327003	113.089
4.99797	-0.150923	0.327003	113.089
4.99797	-0.150923	0.327003	113.089
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
10.8242	-0.350306	0.804303	3.19165
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.3297	-0.166546	0.353326	102.956
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
5.00002	-0.146286	0.326604	90.7404
10.8274	-0.348726	0.800623	3.4466
10.8274	-0.348726	0.800623	3.4466
